@relation LaLiga-Matches-csv

@attribute HomeTeam {'La Coruna','Sp Gijon','Ath Bilbao','Ath Madrid',Celta,Espanol,Merida,Sevilla,Valladolid,Vallecano,Zaragoza,Albacete,Barcelona,Betis,'Real Madrid',Compostela,Oviedo,Salamanca,Santander,Sociedad,Tenerife,Valencia,Hercules,Logrones,Extremadura,Mallorca,Alaves,Villareal,Malaga,Numancia,'Las Palmas',Osasuna,Villarreal,Recreativo,Murcia,Getafe,Levante,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Eibar,Cordoba,Leganes,Girona,Huesca}
@attribute AwayTeam {Valencia,Albacete,Santander,Sociedad,Compostela,Salamanca,Betis,Tenerife,Barcelona,'Real Madrid',Oviedo,Sevilla,Merida,Zaragoza,'Ath Bilbao','La Coruna',Vallecano,Celta,'Ath Madrid','Sp Gijon',Espanol,Valladolid,Extremadura,Logrones,Hercules,Mallorca,Villareal,Alaves,Malaga,Numancia,Villarreal,Osasuna,'Las Palmas',Recreativo,Murcia,Levante,Getafe,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Cordoba,Eibar,Leganes,Girona,Huesca}
@attribute HTHG numeric
@attribute HTAG numeric
@attribute FTR {H,A,D}

@data
'Ath Madrid',Huesca,3,0,H
Espanol,Eibar,0,0,H
Sociedad,Vallecano,1,2,D
'Ath Bilbao',Villarreal,0,0,A
Leganes,Barcelona,0,1,H
Sevilla,'Real Madrid',3,0,H
Valencia,Celta,1,0,D
Alaves,Getafe,0,0,D
Girona,Betis,0,0,A
Valladolid,Levante,0,0,H
Vallecano,Espanol,1,2,D
Barcelona,'Ath Bilbao',0,1,D
Eibar,Sevilla,0,0,A
'Real Madrid','Ath Madrid',0,0,D
Sociedad,Valencia,0,1,A
Betis,Leganes,0,0,H
Huesca,Girona,0,1,D
Levante,Alaves,2,1,H
Villarreal,Valladolid,0,0,A
Celta,Getafe,1,0,D
'Ath Bilbao',Sociedad,1,1,A
Alaves,'Real Madrid',0,0,H
Getafe,Levante,0,0,A
Girona,Eibar,2,2,A
Leganes,Vallecano,1,0,H
'Ath Madrid',Betis,0,0,H
Espanol,Villarreal,1,1,H
Sevilla,Celta,1,0,H
Valencia,Barcelona,1,1,D
Valladolid,Huesca,1,0,H
Celta,Alaves,0,0,A
Barcelona,Sevilla,2,0,H
'Real Madrid',Levante,0,2,A
Valencia,Leganes,0,0,D
Villarreal,'Ath Madrid',0,0,D
Betis,Valladolid,0,1,A
Eibar,'Ath Bilbao',1,1,D
Huesca,Espanol,0,1,A
Vallecano,Getafe,0,0,A
Sociedad,Girona,0,0,D
Vallecano,'Ath Bilbao',1,0,D
Valladolid,Espanol,0,1,D
'Ath Bilbao',Valencia,0,0,D
'Ath Madrid',Sociedad,1,0,H
Celta,Eibar,2,0,H
Girona,Vallecano,2,0,H
Levante,Leganes,1,0,H
Alaves,Villarreal,0,1,H
Barcelona,'Real Madrid',2,0,H
Getafe,Betis,0,0,H
Sevilla,Huesca,0,0,H
Leganes,'Ath Madrid',0,0,D
'Real Madrid',Valladolid,0,0,H
Valencia,Girona,0,0,A
Vallecano,Barcelona,1,1,A
Betis,Celta,1,0,D
Eibar,Alaves,0,1,H
Huesca,Getafe,0,0,D
Sociedad,Sevilla,0,0,D
Villarreal,Levante,0,0,D
Espanol,'Ath Bilbao',1,0,H
Levante,Sociedad,1,0,A
'Ath Madrid','Ath Bilbao',0,1,H
Getafe,Valencia,0,0,A
Girona,Leganes,0,0,D
Valladolid,Eibar,0,0,D
Alaves,Huesca,1,1,H
Barcelona,Betis,0,2,A
Celta,'Real Madrid',0,1,A
Sevilla,Espanol,0,1,H
Vallecano,Villarreal,1,1,D
Leganes,Alaves,1,0,H
'Ath Madrid',Barcelona,0,0,D
Eibar,'Real Madrid',1,0,H
Huesca,Levante,1,1,D
Valencia,Vallecano,1,0,H
'Ath Bilbao',Getafe,0,0,D
Espanol,Girona,0,2,A
Sevilla,Valladolid,1,0,H
Villarreal,Betis,0,0,H
Sociedad,Celta,1,0,H
Vallecano,Eibar,0,0,H
Celta,Huesca,1,0,H
Getafe,Espanol,0,0,H
'Real Madrid',Valencia,1,0,H
Valladolid,Leganes,0,2,A
Alaves,Sevilla,1,0,D
Barcelona,Villarreal,1,0,H
Betis,Sociedad,1,0,H
Girona,'Ath Madrid',1,0,D
Levante,'Ath Bilbao',1,0,H
Leganes,Getafe,0,1,D
'Ath Madrid',Alaves,1,0,H
Espanol,Barcelona,0,3,A
Valencia,Sevilla,0,0,D
Villarreal,Celta,0,1,A
Betis,Vallecano,0,0,H
Eibar,Levante,1,2,D
Huesca,'Real Madrid',0,1,A
Sociedad,Valladolid,0,1,A
'Ath Bilbao',Girona,0,0,H
Celta,Leganes,0,0,D
Eibar,Valencia,0,1,D
Getafe,Sociedad,1,0,H
'Real Madrid',Vallecano,1,0,H
Valladolid,'Ath Madrid',0,2,A
Espanol,Betis,1,1,A
Huesca,Villarreal,1,0,D
Levante,Barcelona,0,2,A
Sevilla,Girona,0,0,H
Alaves,'Ath Bilbao',0,0,D
Girona,Getafe,0,0,D
Sociedad,Alaves,0,1,A
'Ath Bilbao',Valladolid,1,0,D
'Ath Madrid',Espanol,0,0,H
Barcelona,Celta,2,0,H
Betis,Eibar,1,0,D
Leganes,Sevilla,1,0,D
Valencia,Huesca,1,0,H
Vallecano,Levante,1,0,H
Villarreal,'Real Madrid',1,2,D
Espanol,Leganes,1,0,H
Levante,Girona,0,1,D
Alaves,Valencia,2,1,H
Huesca,Betis,0,0,H
Valladolid,Vallecano,0,1,A
Eibar,Villarreal,0,0,D
Getafe,Barcelona,1,2,A
'Real Madrid',Sociedad,0,1,A
Sevilla,'Ath Madrid',1,1,D
Celta,'Ath Bilbao',1,1,A
Vallecano,Celta,2,2,H
Girona,Alaves,1,0,D
Leganes,Huesca,0,0,H
Valencia,Valladolid,0,0,D
Villarreal,Getafe,0,0,A
'Ath Bilbao',Sevilla,1,0,H
'Ath Madrid',Levante,0,0,H
Barcelona,Eibar,1,0,H
Betis,'Real Madrid',0,1,A
Sociedad,Espanol,2,2,H
Getafe,Alaves,1,0,H
Celta,Valencia,1,0,A
Huesca,'Ath Madrid',0,1,A
'Real Madrid',Sevilla,0,0,H
Barcelona,Leganes,1,0,H
Betis,Girona,1,2,H
Levante,Valladolid,1,0,H
Vallecano,Sociedad,2,1,D
Villarreal,'Ath Bilbao',0,1,D
Eibar,Espanol,1,0,H
'Ath Madrid',Getafe,2,0,H
Leganes,Eibar,0,2,D
Sevilla,Levante,0,0,H
Valencia,Villarreal,1,0,H
'Ath Bilbao',Betis,1,0,H
Espanol,'Real Madrid',1,3,A
Girona,Barcelona,0,1,A
Sociedad,Huesca,0,0,D
Valladolid,Celta,0,1,H
Alaves,Vallecano,0,0,A
Huesca,Valladolid,1,0,H
Barcelona,Valencia,1,2,D
Celta,Sevilla,0,0,H
Levante,Getafe,0,0,D
Sociedad,'Ath Bilbao',2,0,H
Betis,'Ath Madrid',0,0,H
Eibar,Girona,1,0,H
'Real Madrid',Alaves,1,0,H
Villarreal,Espanol,1,0,D
Vallecano,Leganes,0,1,A
Valladolid,Villarreal,0,0,D
'Ath Madrid','Real Madrid',1,2,A
Espanol,Vallecano,0,1,H
Getafe,Celta,1,1,H
Girona,Huesca,0,2,A
'Ath Bilbao',Barcelona,0,0,D
Leganes,Betis,2,0,H
Sevilla,Eibar,0,1,D
Valencia,Sociedad,0,0,D
Alaves,Levante,1,0,H
Eibar,Getafe,0,1,D
Barcelona,Valladolid,1,0,H
Celta,Levante,0,2,A
Sociedad,Leganes,0,0,H
Vallecano,'Ath Madrid',0,0,A
Betis,Alaves,1,1,D
'Real Madrid',Girona,1,0,A
Valencia,Espanol,0,0,D
Villarreal,Sevilla,2,0,H
Huesca,'Ath Bilbao',0,1,A
Espanol,Huesca,1,0,D
Alaves,Celta,0,0,D
'Ath Bilbao',Eibar,1,0,H
Getafe,Vallecano,1,0,H
Sevilla,Barcelona,2,1,A
'Ath Madrid',Villarreal,1,0,H
Leganes,Valencia,0,1,D
Levante,'Real Madrid',0,1,A
Valladolid,Betis,0,1,A
Girona,Sociedad,0,0,D
Vallecano,Girona,0,1,A
Espanol,Valladolid,1,1,H
Huesca,Sevilla,1,0,H
'Real Madrid',Barcelona,0,1,A
Villarreal,Alaves,0,0,A
Betis,Getafe,0,2,A
Eibar,Celta,0,0,H
Sociedad,'Ath Madrid',0,2,A
Valencia,'Ath Bilbao',0,0,H
Leganes,Levante,1,0,H
'Ath Bilbao',Espanol,0,1,D
Alaves,Eibar,0,0,D
'Ath Madrid',Leganes,0,0,H
Barcelona,Vallecano,1,1,H
Getafe,Huesca,0,1,H
Celta,Betis,0,0,A
Girona,Valencia,1,1,A
Levante,Villarreal,0,0,A
Sevilla,Sociedad,1,1,H
Valladolid,'Real Madrid',1,1,A
Sociedad,Levante,1,0,D
'Ath Bilbao','Ath Madrid',0,0,H
Huesca,Alaves,1,1,A
Leganes,Girona,0,2,A
'Real Madrid',Celta,0,0,H
Betis,Barcelona,0,2,A
Eibar,Valladolid,0,0,A
Espanol,Sevilla,0,0,A
Valencia,Getafe,0,0,D
Villarreal,Vallecano,0,1,H
Girona,'Ath Bilbao',1,0,A
Alaves,'Ath Madrid',0,2,A
Barcelona,Espanol,0,0,H
Celta,Villarreal,0,2,H
Getafe,Leganes,0,0,A
Levante,Eibar,2,1,D
'Real Madrid',Huesca,1,1,H
Sevilla,Valencia,0,1,A
Valladolid,Sociedad,1,0,D
Vallecano,Betis,1,0,D
'Ath Madrid',Girona,0,0,H
Espanol,Getafe,0,0,D
Villarreal,Barcelona,1,2,D
'Ath Bilbao',Levante,2,0,H
Eibar,Vallecano,0,1,H
Huesca,Celta,0,1,D
Valencia,'Real Madrid',1,0,H
Leganes,Valladolid,0,0,H
Sevilla,Alaves,1,0,H
Sociedad,Betis,1,0,H
Barcelona,'Ath Madrid',0,0,H
Girona,Espanol,0,0,A
'Real Madrid',Eibar,0,1,H
Vallecano,Valencia,1,0,H
Alaves,Leganes,1,0,D
Betis,Villarreal,1,1,H
Celta,Sociedad,0,1,H
Getafe,'Ath Bilbao',0,0,H
Levante,Huesca,1,0,D
Valladolid,Sevilla,0,0,A
'Ath Madrid',Celta,1,0,H
Espanol,Alaves,1,0,H
Huesca,Barcelona,0,0,D
Sevilla,Betis,1,0,H
'Ath Bilbao',Vallecano,1,1,H
Girona,Villarreal,0,1,A
Sociedad,Eibar,1,0,D
Valencia,Levante,1,0,H
Valladolid,Getafe,1,1,D
Leganes,'Real Madrid',1,0,D
Alaves,Valladolid,2,1,D
Barcelona,Sociedad,1,0,H
Celta,Girona,1,0,H
Eibar,'Ath Madrid',0,0,A
Vallecano,Huesca,0,0,D
Betis,Valencia,0,1,A
Getafe,Sevilla,2,0,H
Levante,Espanol,0,1,D
'Real Madrid','Ath Bilbao',0,0,H
Villarreal,Leganes,0,0,H
Alaves,Barcelona,0,0,A
Huesca,Eibar,0,0,H
Valladolid,Girona,0,0,H
'Ath Madrid',Valencia,1,1,H
Espanol,Celta,1,0,D
Leganes,'Ath Bilbao',0,1,A
Levante,Betis,2,0,H
Getafe,'Real Madrid',0,0,D
Sevilla,Vallecano,0,0,H
Sociedad,Villarreal,0,0,A
'Ath Bilbao',Alaves,1,1,D
'Ath Madrid',Valladolid,0,0,H
Barcelona,Levante,0,0,H
Leganes,Celta,0,0,D
Girona,Sevilla,0,0,H
Sociedad,Getafe,1,0,H
Valencia,Eibar,0,0,A
Vallecano,'Real Madrid',1,0,H
Villarreal,Huesca,1,0,D
Betis,Espanol,0,1,D
Sevilla,Leganes,0,2,A
Alaves,Sociedad,0,1,A
Celta,Barcelona,0,0,H
Espanol,'Ath Madrid',1,0,H
Levante,Vallecano,2,0,H
Eibar,Betis,1,0,H
Getafe,Girona,1,0,H
Huesca,Valencia,0,5,A
'Real Madrid',Villarreal,2,1,H
Valladolid,'Ath Bilbao',1,0,H
'Ath Bilbao',Celta,3,0,H
'Ath Madrid',Sevilla,1,0,D
Barcelona,Getafe,1,0,H
Betis,Huesca,1,0,H
Girona,Levante,0,0,A
Leganes,Espanol,0,1,A
Sociedad,'Real Madrid',1,1,H
Valencia,Alaves,2,1,H
Vallecano,Valladolid,0,1,A
Villarreal,Eibar,0,0,H
Alaves,Girona,1,0,H
Celta,Vallecano,0,1,D
Espanol,Sociedad,0,0,H
Getafe,Villarreal,1,1,D
Huesca,Leganes,0,1,H
Levante,'Ath Madrid',2,0,D
Sevilla,'Ath Bilbao',1,0,H
Valladolid,Valencia,0,1,A
Eibar,Barcelona,2,2,D
'Real Madrid',Betis,0,0,A
'Ath Bilbao',Barcelona,0,0,H
Celta,'Real Madrid',0,1,A
Valencia,Sociedad,0,0,D
Mallorca,Eibar,1,0,H
Leganes,Osasuna,0,0,A
Villarreal,Granada,1,1,D
Alaves,Levante,0,0,H
Espanol,Sevilla,0,1,A
Betis,Valladolid,0,0,A
'Ath Madrid',Getafe,1,0,H
Granada,Sevilla,0,0,A
Levante,Villarreal,0,1,H
Osasuna,Eibar,0,0,D
'Real Madrid',Valladolid,0,0,D
Celta,Valencia,1,0,H
Getafe,'Ath Bilbao',1,1,D
Alaves,Espanol,0,0,D
Mallorca,Sociedad,0,0,A
Leganes,'Ath Madrid',0,0,A
Barcelona,Betis,1,1,H
Sevilla,Celta,0,0,D
'Ath Bilbao',Sociedad,2,0,H
Osasuna,Barcelona,1,0,D
Getafe,Alaves,1,1,D
Levante,Valladolid,0,0,H
Betis,Leganes,0,0,H
Valencia,Mallorca,1,0,H
'Ath Madrid',Eibar,1,2,H
Espanol,Granada,0,1,A
Villarreal,'Real Madrid',1,1,D
Mallorca,'Ath Bilbao',0,0,D
'Real Madrid',Levante,3,0,H
Leganes,Villarreal,0,2,A
Sociedad,'Ath Madrid',0,0,H
Barcelona,Valencia,2,1,H
Eibar,Espanol,0,0,A
Alaves,Sevilla,0,1,A
Celta,Granada,0,1,A
Valladolid,Osasuna,0,0,D
Betis,Getafe,0,1,D
Osasuna,Betis,0,0,D
Villarreal,Valladolid,0,0,H
Levante,Eibar,0,0,D
'Ath Madrid',Celta,0,0,D
Granada,Barcelona,1,0,H
Getafe,Mallorca,2,0,H
Espanol,Sociedad,0,2,A
Valencia,Leganes,1,1,D
'Ath Bilbao',Alaves,1,0,H
Sevilla,'Real Madrid',0,0,A
Valladolid,Granada,1,1,D
Betis,Levante,1,1,H
Barcelona,Villarreal,2,1,H
Leganes,'Ath Bilbao',0,0,D
Mallorca,'Ath Madrid',0,1,A
Valencia,Getafe,3,1,D
'Real Madrid',Osasuna,1,0,H
Eibar,Sevilla,0,2,H
Celta,Espanol,0,0,D
Sociedad,Alaves,3,0,H
Villarreal,Betis,1,0,H
'Ath Bilbao',Valencia,0,1,A
Getafe,Barcelona,0,1,A
Granada,Leganes,1,0,H
'Ath Madrid','Real Madrid',0,0,D
Espanol,Valladolid,0,1,A
Eibar,Celta,0,0,H
Alaves,Mallorca,0,0,H
Levante,Osasuna,1,0,D
Sevilla,Sociedad,1,1,H
Betis,Eibar,0,1,D
Leganes,Levante,0,1,A
'Real Madrid',Granada,2,0,H
Valencia,Alaves,1,0,H
Osasuna,Villarreal,0,1,H
Mallorca,Espanol,1,0,H
Celta,'Ath Bilbao',0,0,H
Valladolid,'Ath Madrid',0,0,D
Sociedad,Getafe,1,0,A
Barcelona,Sevilla,3,0,H
Granada,Osasuna,1,0,H
Eibar,Barcelona,0,1,A
'Ath Madrid',Valencia,1,0,D
Getafe,Leganes,0,0,H
Mallorca,'Real Madrid',1,0,H
Alaves,Celta,0,0,H
Sociedad,Betis,2,1,H
Espanol,Villarreal,0,1,A
'Ath Bilbao',Valladolid,1,0,D
Sevilla,Levante,0,0,H
Villarreal,Alaves,1,0,H
Leganes,Mallorca,1,0,H
Valladolid,Eibar,2,0,H
'Ath Madrid','Ath Bilbao',1,0,H
Celta,Sociedad,0,0,A
Granada,Betis,0,0,H
Levante,Espanol,0,1,A
Sevilla,Getafe,0,0,H
Osasuna,Valencia,1,1,H
Alaves,'Ath Madrid',0,0,D
Barcelona,Valladolid,3,1,H
Sociedad,Levante,0,2,A
Valencia,Sevilla,0,1,D
'Ath Bilbao',Espanol,2,0,H
Betis,Celta,1,0,H
'Real Madrid',Leganes,3,0,H
Eibar,Villarreal,0,0,H
Mallorca,Osasuna,1,0,D
Getafe,Granada,2,0,H
Espanol,Valencia,1,0,A
Levante,Barcelona,0,1,H
Sevilla,'Ath Madrid',1,0,D
'Real Madrid',Betis,0,0,D
Valladolid,Mallorca,1,0,H
Villarreal,'Ath Bilbao',0,0,D
Osasuna,Alaves,3,1,H
Celta,Getafe,0,1,A
Leganes,Eibar,1,1,A
Granada,Sociedad,1,1,A
Sociedad,Leganes,0,0,D
Alaves,Valladolid,2,0,H
Valencia,Granada,0,0,H
Eibar,'Real Madrid',0,3,A
Barcelona,Celta,2,1,H
Mallorca,Villarreal,2,0,H
'Ath Bilbao',Levante,0,1,H
'Ath Madrid',Espanol,1,1,H
Getafe,Osasuna,0,0,D
Betis,Sevilla,1,1,A
Levante,Mallorca,0,0,H
Leganes,Barcelona,1,0,A
Betis,Valencia,1,1,H
Granada,'Ath Madrid',0,0,D
'Real Madrid',Sociedad,1,1,H
Espanol,Getafe,1,1,D
Osasuna,'Ath Bilbao',0,1,A
Eibar,Alaves,0,0,A
Villarreal,Celta,0,0,A
Valladolid,Sevilla,0,1,A
Celta,Valladolid,0,0,D
Alaves,'Real Madrid',0,0,A
Sociedad,Eibar,1,1,H
Mallorca,Betis,0,2,A
Valencia,Villarreal,0,0,H
Sevilla,Leganes,0,0,H
'Ath Bilbao',Granada,1,0,H
Espanol,Osasuna,1,0,A
Getafe,Levante,0,0,H
'Ath Madrid',Barcelona,0,0,A
Villarreal,'Ath Madrid',0,0,D
'Real Madrid',Espanol,1,0,H
Granada,Alaves,0,0,H
Levante,Valencia,2,1,A
Barcelona,Mallorca,4,1,H
Eibar,Getafe,0,0,A
Betis,'Ath Bilbao',3,1,H
Valladolid,Sociedad,0,0,D
Leganes,Celta,2,0,H
Osasuna,Sevilla,1,1,D
Alaves,Leganes,0,1,D
Granada,Levante,0,0,A
Sociedad,Barcelona,1,1,D
'Ath Bilbao',Eibar,0,0,D
'Ath Madrid',Osasuna,0,0,H
Getafe,Valladolid,1,0,H
Celta,Mallorca,1,1,D
Espanol,Betis,2,1,D
Sevilla,Villarreal,0,1,A
Valencia,'Real Madrid',0,0,D
Barcelona,'Real Madrid',0,0,D
Eibar,Granada,2,0,H
Mallorca,Sevilla,0,1,A
Barcelona,Alaves,2,0,H
Villarreal,Getafe,0,0,H
Valladolid,Valencia,0,0,D
Leganes,Espanol,1,0,H
Osasuna,Sociedad,1,3,A
Betis,'Ath Madrid',0,0,A
Levante,Celta,0,1,H
'Real Madrid','Ath Bilbao',0,0,D
Valladolid,Leganes,1,2,D
Sevilla,'Ath Bilbao',0,1,D
Valencia,Eibar,1,0,H
Getafe,'Real Madrid',0,1,A
'Ath Madrid',Levante,2,1,H
Espanol,Barcelona,1,0,D
Granada,Mallorca,1,0,H
Sociedad,Villarreal,1,0,A
Alaves,Betis,1,0,D
Celta,Osasuna,0,0,D
Leganes,Getafe,0,3,A
Levante,Alaves,0,0,A
'Real Madrid',Sevilla,0,0,H
Osasuna,Valladolid,0,0,D
Eibar,'Ath Madrid',1,0,H
Mallorca,Valencia,3,0,H
Betis,Sociedad,2,0,H
Villarreal,Espanol,0,1,A
'Ath Bilbao',Celta,0,0,D
Barcelona,Granada,0,0,H
Osasuna,Levante,0,0,H
Espanol,'Ath Bilbao',0,1,D
Valencia,Barcelona,0,0,H
Alaves,Villarreal,0,1,A
Sevilla,Granada,2,0,H
'Ath Madrid',Leganes,0,0,D
Celta,Eibar,0,0,D
Getafe,Betis,0,0,H
Sociedad,Mallorca,0,0,H
Valladolid,'Real Madrid',0,0,A
Granada,Espanol,1,1,H
'Real Madrid','Ath Madrid',0,0,H
Mallorca,Valladolid,0,0,A
Valencia,Celta,0,0,H
Leganes,Sociedad,0,1,H
Eibar,Betis,1,1,D
'Ath Bilbao',Getafe,0,1,A
Sevilla,Alaves,0,0,D
Villarreal,Osasuna,1,0,H
Barcelona,Levante,2,0,H
Alaves,Eibar,0,0,H
Levante,Leganes,2,0,H
Getafe,Valencia,0,0,H
Valladolid,Villarreal,1,0,D
'Ath Madrid',Granada,1,0,H
Espanol,Mallorca,0,0,H
Sociedad,'Ath Bilbao',0,0,H
Osasuna,'Real Madrid',1,2,A
Celta,Sevilla,0,1,H
Betis,Barcelona,2,2,A
Valencia,'Ath Madrid',1,2,D
Mallorca,Alaves,0,0,H
Barcelona,Getafe,2,0,H
Villarreal,Levante,1,0,H
Granada,Valladolid,0,0,H
Sevilla,Espanol,1,1,D
Leganes,Betis,0,0,D
'Ath Bilbao',Osasuna,0,1,A
'Real Madrid',Celta,0,1,D
Betis,Mallorca,2,2,D
Celta,Leganes,0,0,H
Barcelona,Eibar,3,0,H
Sociedad,Valencia,2,0,H
Levante,'Real Madrid',0,0,H
Osasuna,Granada,0,3,A
Alaves,'Ath Bilbao',1,1,H
Valladolid,Espanol,0,0,H
Getafe,Sevilla,0,1,A
'Ath Madrid',Villarreal,1,1,H
Sociedad,Valladolid,0,0,H
Eibar,Levante,1,0,H
Valencia,Betis,0,0,H
Leganes,Alaves,0,0,D
Granada,Celta,0,0,D
Sevilla,Osasuna,2,0,H
'Ath Bilbao',Villarreal,0,0,H
Espanol,'Ath Madrid',1,0,D
Mallorca,Getafe,0,0,A
'Real Madrid',Barcelona,0,0,H
Alaves,Valencia,0,1,D
Eibar,Mallorca,0,1,A
'Ath Madrid',Sevilla,2,2,D
Barcelona,Sociedad,0,0,H
Getafe,Celta,0,0,D
Osasuna,Espanol,0,0,H
Valladolid,'Ath Bilbao',0,2,A
Levante,Granada,1,0,D
Villarreal,Leganes,1,0,A
Betis,'Real Madrid',1,1,H
Eibar,Sociedad,0,1,A
Sevilla,Betis,0,0,H
Granada,Getafe,0,1,H
Valencia,Levante,0,0,D
Espanol,Alaves,1,0,H
Celta,Villarreal,0,0,A
Leganes,Valladolid,0,1,A
Mallorca,Barcelona,0,2,A
'Ath Bilbao','Ath Madrid',1,1,D
'Real Madrid',Eibar,3,0,H
Sociedad,Osasuna,0,1,D
Levante,Sevilla,0,0,D
Betis,Granada,0,1,D
Getafe,Espanol,0,0,D
Villarreal,Mallorca,1,0,H
Barcelona,Leganes,1,0,H
Eibar,'Ath Bilbao',1,1,D
Valladolid,Celta,0,0,D
Osasuna,'Ath Madrid',0,1,A
Alaves,Sociedad,0,0,H
'Real Madrid',Valencia,0,0,H
Granada,Villarreal,0,1,A
Mallorca,Leganes,1,0,D
Sevilla,Barcelona,0,0,D
Espanol,Levante,1,1,A
'Ath Bilbao',Betis,1,0,H
Getafe,Eibar,1,1,D
'Ath Madrid',Valladolid,0,0,H
Celta,Alaves,4,0,H
Valencia,Osasuna,2,0,H
Sociedad,'Real Madrid',0,0,A
Villarreal,Sevilla,2,1,D
Leganes,Granada,0,0,D
Levante,'Ath Madrid',0,1,A
Valladolid,Getafe,1,1,D
Barcelona,'Ath Bilbao',0,0,H
Alaves,Osasuna,0,0,A
Sociedad,Celta,0,1,A
'Real Madrid',Mallorca,1,0,H
Eibar,Valencia,1,0,H
Betis,Espanol,0,0,H
Sevilla,Valladolid,0,1,D
'Ath Bilbao',Mallorca,2,0,H
Celta,Barcelona,0,1,D
Osasuna,Leganes,1,0,H
'Ath Madrid',Alaves,0,0,H
Levante,Betis,2,0,H
Villarreal,Valencia,2,0,H
Granada,Eibar,0,1,A
Espanol,'Real Madrid',0,1,A
Getafe,Sociedad,1,0,H
Mallorca,Celta,3,0,H
Leganes,Sevilla,0,2,A
Barcelona,'Ath Madrid',1,1,D
Alaves,Granada,0,1,A
Valencia,'Ath Bilbao',0,1,A
Betis,Villarreal,0,2,A
Valladolid,Levante,0,0,D
Eibar,Osasuna,0,1,A
Sociedad,Espanol,0,1,H
'Real Madrid',Getafe,0,0,H
'Ath Madrid',Mallorca,2,0,H
Celta,Betis,1,0,D
Valladolid,Alaves,0,0,H
Granada,Valencia,0,0,D
'Ath Bilbao','Real Madrid',0,0,A
Espanol,Leganes,0,0,A
Osasuna,Getafe,0,0,D
Villarreal,Barcelona,1,3,A
Levante,Sociedad,1,1,D
Sevilla,Eibar,0,0,H
Valencia,Valladolid,1,0,H
Celta,'Ath Madrid',0,1,D
Betis,Osasuna,2,0,H
Getafe,Villarreal,0,0,A
Barcelona,Espanol,0,0,H
Eibar,Leganes,0,0,D
Mallorca,Levante,1,0,H
'Ath Bilbao',Sevilla,1,0,A
Sociedad,Granada,0,2,A
'Real Madrid',Alaves,1,0,H
Osasuna,Celta,1,1,H
Valladolid,Barcelona,0,1,A
'Ath Madrid',Betis,0,0,H
Espanol,Eibar,0,2,A
Levante,'Ath Bilbao',0,2,A
Leganes,Valencia,1,0,H
Sevilla,Mallorca,1,0,H
Alaves,Getafe,0,0,D
Villarreal,Sociedad,0,0,A
Granada,'Real Madrid',0,2,A
Eibar,Valladolid,2,0,H
'Ath Bilbao',Leganes,0,0,A
Barcelona,Osasuna,0,1,A
Betis,Alaves,0,0,A
Celta,Levante,2,2,A
Getafe,'Ath Madrid',0,0,A
Mallorca,Granada,1,1,A
'Real Madrid',Villarreal,1,0,H
Sociedad,Sevilla,0,0,D
Valencia,Espanol,1,0,H
Alaves,Barcelona,0,3,A
Valladolid,Betis,1,0,H
Villarreal,Eibar,0,0,H
'Ath Madrid',Sociedad,1,0,D
Espanol,Celta,0,0,D
Granada,'Ath Bilbao',1,0,H
Leganes,'Real Madrid',1,1,D
Levante,Getafe,0,0,H
Osasuna,Mallorca,1,1,D
Sevilla,Valencia,0,0,H
Eibar,Celta,0,0,D
Granada,'Ath Bilbao',0,0,H
Cadiz,Osasuna,0,1,A
Alaves,Betis,0,0,A
Valladolid,Sociedad,1,0,D
Villarreal,Huesca,0,1,D
Valencia,Levante,2,2,H
Villarreal,Eibar,0,0,H
Getafe,Osasuna,0,0,H
Celta,Valencia,1,0,H
Huesca,Cadiz,0,1,A
Betis,Valladolid,2,0,H
Granada,Alaves,1,1,H
Sociedad,'Real Madrid',0,0,D
Alaves,Getafe,0,0,D
Valencia,Huesca,1,0,D
Elche,Sociedad,0,0,A
Betis,'Real Madrid',2,1,A
Osasuna,Levante,1,1,A
Eibar,'Ath Bilbao',0,1,A
'Ath Madrid',Granada,1,0,H
Cadiz,Sevilla,0,0,A
Valladolid,Celta,0,1,D
Barcelona,Villarreal,4,0,H
Sociedad,Valencia,0,0,A
Getafe,Betis,3,0,H
Huesca,'Ath Madrid',0,0,D
Villarreal,Alaves,2,1,H
Eibar,Elche,0,1,A
'Real Madrid',Valladolid,0,0,H
'Ath Bilbao',Cadiz,0,0,A
Sevilla,Levante,0,0,H
Celta,Barcelona,0,1,A
Valladolid,Eibar,1,1,A
'Ath Madrid',Villarreal,0,0,D
Elche,Huesca,0,0,D
Sociedad,Getafe,1,0,H
Valencia,Betis,0,1,A
Osasuna,Celta,1,0,H
Alaves,'Ath Bilbao',0,0,H
Levante,'Real Madrid',0,1,A
Cadiz,Granada,0,1,D
Barcelona,Sevilla,1,1,D
Granada,Sevilla,0,0,H
Celta,'Ath Madrid',0,1,A
'Real Madrid',Cadiz,0,1,A
Getafe,Barcelona,0,0,H
Eibar,Osasuna,0,0,D
'Ath Bilbao',Levante,0,0,H
Villarreal,Valencia,1,1,H
Alaves,Elche,0,1,A
Huesca,Valladolid,0,1,D
Betis,Sociedad,0,1,A
Elche,Valencia,2,0,H
Barcelona,'Real Madrid',1,1,A
Osasuna,'Ath Bilbao',0,0,H
