@relation LaLiga-Matches-csv

@attribute HomeTeam {'La Coruna','Sp Gijon','Ath Bilbao','Ath Madrid',Celta,Espanol,Merida,Sevilla,Valladolid,Vallecano,Zaragoza,Albacete,Barcelona,Betis,'Real Madrid',Compostela,Oviedo,Salamanca,Santander,Sociedad,Tenerife,Valencia,Hercules,Logrones,Extremadura,Mallorca,Alaves,Villareal,Malaga,Numancia,'Las Palmas',Osasuna,Villarreal,Recreativo,Murcia,Getafe,Levante,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Eibar,Cordoba,Leganes,Girona,Huesca}
@attribute AwayTeam {Valencia,Albacete,Santander,Sociedad,Compostela,Salamanca,Betis,Tenerife,Barcelona,'Real Madrid',Oviedo,Sevilla,Merida,Zaragoza,'Ath Bilbao','La Coruna',Vallecano,Celta,'Ath Madrid','Sp Gijon',Espanol,Valladolid,Extremadura,Logrones,Hercules,Mallorca,Villareal,Alaves,Malaga,Numancia,Villarreal,Osasuna,'Las Palmas',Recreativo,Murcia,Levante,Getafe,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Cordoba,Eibar,Leganes,Girona,Huesca}
@attribute HTHG numeric
@attribute HTAG numeric
@attribute FTR {H,A,D}

@data
Sevilla,Eibar,0,1,A
'Ath Madrid',Betis,0,0,H
Valladolid,Alaves,0,0,A
Cadiz,Villarreal,0,0,D
Getafe,Granada,0,1,A
Sociedad,Huesca,1,0,H
Levante,Celta,0,0,D
Eibar,Cadiz,0,2,A
'Real Madrid',Huesca,2,0,H
'Ath Bilbao',Sevilla,0,1,H
Osasuna,'Ath Madrid',0,1,A
Alaves,Barcelona,1,0,D
Betis,Elche,2,0,H
Celta,Sociedad,0,2,A
Granada,Levante,1,1,D
Valencia,Getafe,1,0,D
Villarreal,Valladolid,2,0,H
Elche,Celta,1,1,D
Huesca,Eibar,0,1,D
Barcelona,Betis,1,1,H
Sevilla,Osasuna,0,0,H
'Ath Madrid',Cadiz,2,0,H
Getafe,Villarreal,1,2,A
Sociedad,Granada,2,0,H
Levante,Alaves,0,1,D
Valladolid,'Ath Bilbao',1,0,H
Valencia,'Real Madrid',2,1,H
Osasuna,Huesca,0,1,D
Levante,Elche,1,0,D
Villarreal,'Real Madrid',0,1,D
Sevilla,Celta,2,2,H
'Ath Madrid',Barcelona,1,0,H
Eibar,Getafe,0,0,D
Cadiz,Sociedad,0,0,A
Granada,Valladolid,0,1,A
Alaves,Valencia,2,0,D
'Ath Bilbao',Betis,2,0,H
Valladolid,Levante,0,0,D
Elche,Cadiz,1,0,D
Valencia,'Ath Madrid',0,0,A
Huesca,Sevilla,0,0,A
'Real Madrid',Alaves,0,1,A
Barcelona,Osasuna,2,0,H
Getafe,'Ath Bilbao',0,1,D
Celta,Granada,1,1,H
Sociedad,Villarreal,1,1,D
Betis,Eibar,0,0,A
'Ath Bilbao',Celta,0,0,A
Levante,Getafe,2,0,H
Sevilla,'Real Madrid',0,0,A
'Ath Madrid',Valladolid,0,0,H
Cadiz,Barcelona,1,0,H
Granada,Huesca,1,1,D
Osasuna,Betis,0,0,A
Villarreal,Elche,0,0,D
Alaves,Sociedad,0,0,D
Eibar,Valencia,0,0,D
Valladolid,Osasuna,1,2,H
Valencia,'Ath Bilbao',1,0,D
Getafe,Sevilla,0,0,A
Huesca,Alaves,0,0,H
'Real Madrid','Ath Madrid',1,0,H
Sociedad,Eibar,1,0,D
Betis,Villarreal,0,1,D
Elche,Granada,0,1,A
Barcelona,Levante,0,0,H
Celta,Cadiz,4,0,H
'Real Madrid','Ath Bilbao',1,0,H
Barcelona,Sociedad,2,1,H
'Ath Bilbao',Huesca,0,0,H
'Ath Madrid',Elche,1,0,H
Barcelona,Valencia,1,1,D
Levante,Sociedad,1,1,H
Osasuna,Villarreal,0,2,A
Sevilla,Valladolid,1,0,D
Celta,Alaves,1,0,H
Granada,Betis,2,0,H
Cadiz,Getafe,0,1,A
Eibar,'Real Madrid',1,2,A
Elche,Osasuna,0,1,D
Valencia,Sevilla,0,0,A
Huesca,Levante,1,0,D
Sociedad,'Ath Madrid',0,0,A
Valladolid,Barcelona,0,2,A
Villarreal,'Ath Bilbao',0,1,D
Getafe,Celta,1,1,D
'Real Madrid',Granada,0,0,H
Alaves,Eibar,2,1,H
Betis,Cadiz,0,0,H
Sevilla,Villarreal,1,0,H
Barcelona,Eibar,0,0,D
Cadiz,Valladolid,0,0,D
Levante,Betis,3,1,H
Granada,Valencia,1,1,H
'Ath Madrid',Getafe,1,0,H
Celta,Huesca,1,0,H
Elche,'Real Madrid',0,1,D
'Ath Bilbao',Sociedad,0,1,A
Osasuna,Alaves,0,0,D
Villarreal,Levante,1,0,H
Betis,Sevilla,0,0,D
Getafe,Valladolid,0,1,A
'Real Madrid',Celta,1,0,H
'Ath Bilbao',Elche,1,0,H
Alaves,'Ath Madrid',0,1,A
Eibar,Granada,0,0,H
Sociedad,Osasuna,0,1,D
Huesca,Barcelona,0,1,A
Valencia,Cadiz,0,0,D
'Ath Bilbao',Barcelona,1,2,A
Celta,Villarreal,0,4,A
Sevilla,Sociedad,2,2,H
Granada,Barcelona,0,3,A
Osasuna,'Real Madrid',0,0,D
Levante,Eibar,0,0,H
Cadiz,Alaves,1,1,H
Valladolid,Valencia,0,0,A
Elche,Getafe,1,1,A
Huesca,Betis,0,0,A
Granada,Osasuna,2,0,H
'Ath Madrid',Sevilla,1,0,H
Cadiz,Levante,2,2,D
Valladolid,Elche,0,2,D
Alaves,Sevilla,1,2,A
Getafe,Huesca,0,0,H
Betis,Celta,2,1,H
Villarreal,Granada,1,1,D
Valencia,Osasuna,0,1,D
Eibar,'Ath Madrid',1,1,A
Levante,Valladolid,0,0,D
Huesca,Villarreal,0,0,D
Sevilla,Cadiz,2,0,H
Sociedad,Betis,0,0,D
Alaves,'Real Madrid',0,3,A
Osasuna,Granada,2,0,H
Elche,Barcelona,0,1,A
Celta,Eibar,1,0,D
'Ath Madrid',Valencia,1,1,H
'Ath Bilbao',Getafe,1,1,H
Valladolid,Huesca,0,1,A
Eibar,Sevilla,0,1,A
'Real Madrid',Levante,1,1,A
Valencia,Elche,1,0,H
Villarreal,Sociedad,1,0,D
Getafe,Alaves,0,0,D
Cadiz,'Ath Madrid',1,2,A
Granada,Celta,0,0,D
Barcelona,'Ath Bilbao',1,0,H
Betis,Osasuna,0,0,H
Alaves,Valladolid,0,0,H
Levante,Granada,1,1,D
Huesca,'Real Madrid',0,0,A
Elche,Villarreal,0,2,D
Sevilla,Getafe,0,0,H
Sociedad,Cadiz,2,0,H
'Ath Bilbao',Valencia,1,0,D
Osasuna,Eibar,1,1,H
Betis,Barcelona,1,0,A
'Ath Madrid',Celta,1,1,D
'Real Madrid',Getafe,0,0,H
Celta,Elche,2,0,H
Granada,'Ath Madrid',0,0,A
Sevilla,Huesca,0,0,H
Eibar,Valladolid,1,1,D
Barcelona,Alaves,2,0,H
Getafe,Sociedad,0,1,A
'Real Madrid',Valencia,2,0,H
Levante,Osasuna,0,0,A
Villarreal,Betis,0,1,A
Cadiz,'Ath Bilbao',0,3,A
Levante,'Ath Madrid',1,1,D
Betis,Getafe,0,0,H
Elche,Eibar,1,0,H
'Ath Madrid',Levante,0,1,A
Valencia,Celta,0,0,H
Valladolid,'Real Madrid',0,0,A
Barcelona,Cadiz,1,0,D
Sociedad,Alaves,1,0,H
Huesca,Granada,3,1,H
'Ath Bilbao',Villarreal,1,1,D
Osasuna,Sevilla,0,1,A
Barcelona,Elche,0,0,H
Levante,'Ath Bilbao',1,0,D
Eibar,Huesca,0,0,D
Sevilla,Barcelona,0,1,A
Alaves,Osasuna,0,0,A
Getafe,Valencia,1,0,H
Celta,Valladolid,0,0,D
Cadiz,Betis,0,0,A
Granada,Elche,1,1,H
Villarreal,'Ath Madrid',0,1,A
'Real Madrid',Sociedad,0,0,D
Valencia,Villarreal,0,1,H
Valladolid,Getafe,2,1,H
Elche,Sevilla,0,0,H
Cadiz,Eibar,1,0,H
Osasuna,Barcelona,0,1,A
Huesca,Celta,2,2,A
'Ath Madrid','Real Madrid',1,0,D
Sociedad,Levante,1,0,H
'Ath Bilbao',Granada,1,0,H
Betis,Alaves,0,2,H
'Ath Madrid','Ath Bilbao',1,1,H
Levante,Valencia,1,0,H
Alaves,Cadiz,1,0,D
'Real Madrid',Elche,0,0,H
Osasuna,Valladolid,0,0,D
Getafe,'Ath Madrid',0,0,D
Celta,'Ath Bilbao',0,0,D
Granada,Sociedad,0,0,H
Eibar,Villarreal,0,2,A
Sevilla,Betis,1,0,H
Barcelona,Huesca,2,1,H
Sevilla,Elche,1,0,H
Betis,Levante,0,0,H
'Ath Bilbao',Eibar,1,1,D
Celta,'Real Madrid',1,2,A
Huesca,Osasuna,0,0,D
Valladolid,Sevilla,1,0,D
Getafe,Elche,0,1,D
Valencia,Granada,1,0,H
Villarreal,Cadiz,1,0,H
'Ath Madrid',Alaves,0,0,H
Sociedad,Barcelona,0,2,A
Levante,Huesca,0,1,A
Granada,Villarreal,0,2,A
'Real Madrid',Eibar,1,0,H
Osasuna,Getafe,0,0,D
Alaves,Celta,0,3,A
Elche,Betis,1,1,D
Cadiz,Valencia,1,1,H
Sevilla,'Ath Madrid',0,0,H
Barcelona,Valladolid,0,0,H
Sociedad,'Ath Bilbao',0,0,D
Huesca,Elche,2,1,H
Getafe,Cadiz,0,0,A
'Ath Bilbao',Alaves,0,0,D
Eibar,Levante,0,1,A
'Real Madrid',Barcelona,2,0,H
Villarreal,Osasuna,0,0,A
Valencia,Sociedad,0,2,D
Valladolid,Granada,1,0,A
Betis,'Ath Madrid',1,1,D
Celta,Sevilla,3,2,A
Osasuna,Elche,1,0,H
Sociedad,Sevilla,1,2,A
Alaves,Huesca,0,0,H
'Ath Madrid',Eibar,2,0,H
Betis,Valencia,2,1,D
Cadiz,Celta,0,0,D
Getafe,'Real Madrid',0,0,D
Levante,Villarreal,1,2,A
Levante,Sevilla,0,0,A
Osasuna,Valencia,2,1,H
Betis,'Ath Bilbao',0,0,D
Alaves,Villarreal,1,0,H
Elche,Valladolid,1,0,D
Cadiz,'Real Madrid',0,3,A
'Ath Madrid',Huesca,1,0,H
Granada,Eibar,2,0,H
Sociedad,Celta,2,1,H
Barcelona,Getafe,3,1,H
Elche,Levante,1,0,H
Valladolid,Cadiz,1,0,D
Valencia,Alaves,0,0,D
'Real Madrid',Betis,0,0,D
Huesca,Getafe,0,1,A
Villarreal,Barcelona,1,2,A
Celta,Osasuna,1,0,H
Sevilla,Granada,1,0,H
'Ath Bilbao','Ath Madrid',1,0,H
Eibar,Sociedad,0,1,A
'Ath Bilbao',Valladolid,1,0,D
Barcelona,Granada,1,0,A
Celta,Levante,0,0,H
Eibar,Alaves,1,0,H
Elche,'Ath Madrid',0,1,A
Huesca,Sociedad,0,0,H
'Real Madrid',Osasuna,0,0,H
Valladolid,Betis,0,0,D
Villarreal,Getafe,0,0,H
Granada,Cadiz,0,1,A
Valencia,Barcelona,0,0,A
Sevilla,'Ath Bilbao',0,0,A
Sociedad,Elche,0,0,H
Alaves,Levante,1,2,D
Barcelona,'Ath Madrid',0,0,D
Cadiz,Huesca,2,1,H
'Ath Bilbao',Osasuna,1,1,D
Getafe,Eibar,0,0,A
Valencia,Valladolid,1,0,H
Villarreal,Celta,1,3,A
'Real Madrid',Sevilla,0,1,D
Betis,Granada,1,0,H
Osasuna,Cadiz,1,0,H
Elche,Alaves,0,1,A
Levante,Barcelona,0,2,D
Sevilla,Valencia,0,0,H
Celta,Getafe,1,0,H
Huesca,'Ath Bilbao',0,0,H
'Ath Madrid',Sociedad,2,0,H
Valladolid,Villarreal,0,0,A
Eibar,Betis,0,1,D
Granada,'Real Madrid',0,2,A
Alaves,Granada,2,1,H
'Ath Bilbao','Real Madrid',0,0,A
'Ath Madrid',Osasuna,0,0,H
Barcelona,Celta,1,1,A
Betis,Huesca,0,0,H
Cadiz,Elche,1,0,A
Getafe,Levante,1,1,H
Sociedad,Valladolid,4,0,H
Valencia,Eibar,3,1,H
Villarreal,Sevilla,1,0,H
Levante,Cadiz,1,2,D
Celta,Betis,1,0,A
Eibar,Barcelona,0,0,A
Elche,'Ath Bilbao',1,0,H
Huesca,Valencia,0,0,D
Osasuna,Sociedad,0,0,A
'Real Madrid',Villarreal,0,1,H
Valladolid,'Ath Madrid',1,0,A
Granada,Getafe,0,0,D
Sevilla,Alaves,0,0,H
Valencia,Getafe,1,0,H
Cadiz,Levante,0,1,D
Mallorca,Betis,1,0,D
Alaves,'Real Madrid',0,0,A
Osasuna,Espanol,0,0,D
Celta,'Ath Madrid',0,1,A
Barcelona,Sociedad,2,0,H
Sevilla,Vallecano,1,0,H
Villarreal,Granada,0,0,D
Elche,'Ath Bilbao',0,0,D
Betis,Cadiz,1,1,D
Alaves,Mallorca,0,0,A
Espanol,Villarreal,0,0,D
Granada,Valencia,1,0,D
'Ath Bilbao',Barcelona,0,0,D
Sociedad,Vallecano,0,0,H
'Ath Madrid',Elche,1,0,H
Levante,'Real Madrid',0,1,D
Getafe,Sevilla,0,0,A
Osasuna,Celta,0,0,D
Mallorca,Espanol,1,0,H
Valencia,Alaves,2,0,H
Celta,'Ath Bilbao',0,1,A
Elche,Sevilla,1,1,D
Sociedad,Levante,1,0,H
Betis,'Real Madrid',0,0,A
Barcelona,Getafe,2,1,H
Cadiz,Osasuna,1,0,A
Vallecano,Granada,3,0,H
'Ath Madrid',Villarreal,0,0,D
Levante,Vallecano,1,0,D
'Ath Bilbao',Mallorca,0,0,H
Espanol,'Ath Madrid',1,0,A
Osasuna,Valencia,1,1,A
Cadiz,Sociedad,0,0,A
'Real Madrid',Celta,1,2,H
Getafe,Elche,0,0,A
Granada,Betis,0,1,A
Celta,Cadiz,0,2,A
Vallecano,Getafe,1,0,H
'Ath Madrid','Ath Bilbao',0,0,D
Elche,Levante,1,0,D
Alaves,Osasuna,0,2,A
Mallorca,Villarreal,0,0,D
Sociedad,Sevilla,0,0,D
Betis,Espanol,2,1,D
Valencia,'Real Madrid',0,0,A
Barcelona,Granada,0,1,D
Getafe,'Ath Madrid',1,0,A
'Ath Bilbao',Vallecano,1,1,A
Levante,Celta,0,0,A
Espanol,Alaves,0,0,H
Sevilla,Valencia,3,1,H
'Real Madrid',Mallorca,3,1,H
Villarreal,Elche,2,1,H
Granada,Sociedad,1,0,A
Osasuna,Betis,1,1,A
Cadiz,Barcelona,0,0,D
Alaves,'Ath Madrid',1,0,H
Valencia,'Ath Bilbao',0,0,D
Sevilla,Espanol,1,0,H
'Real Madrid',Villarreal,0,0,D
Mallorca,Osasuna,2,1,A
Barcelona,Levante,2,0,H
Sociedad,Elche,0,0,H
Vallecano,Cadiz,2,1,H
Betis,Getafe,1,0,H
Celta,Granada,0,0,H
'Ath Bilbao',Alaves,1,0,H
Osasuna,Vallecano,0,0,H
Mallorca,Levante,0,0,H
Cadiz,Valencia,0,0,D
'Ath Madrid',Barcelona,2,0,H
Elche,Celta,0,0,H
Espanol,'Real Madrid',1,0,H
Getafe,Sociedad,1,0,D
Villarreal,Betis,1,0,H
Granada,Sevilla,1,0,H
Levante,Getafe,0,0,D
Sociedad,Mallorca,0,0,H
Vallecano,Elche,1,1,H
Celta,Sevilla,0,0,A
Villarreal,Osasuna,0,1,A
Barcelona,Valencia,2,1,H
Alaves,Betis,0,0,A
Espanol,Cadiz,1,0,H
Osasuna,Granada,1,0,D
Valencia,Mallorca,0,2,D
Cadiz,Alaves,0,1,A
Elche,Espanol,1,0,D
'Ath Bilbao',Villarreal,1,1,H
Sevilla,Levante,3,1,H
Barcelona,'Real Madrid',0,1,A
Betis,Vallecano,2,1,H
'Ath Madrid',Sociedad,0,1,D
Getafe,Celta,0,0,A
Alaves,Elche,0,0,H
Espanol,'Ath Bilbao',1,0,D
Villarreal,Cadiz,1,2,D
Mallorca,Sevilla,1,0,D
Vallecano,Barcelona,1,0,H
Betis,Valencia,2,1,H
'Real Madrid',Osasuna,0,0,D
Celta,Sociedad,0,0,A
Granada,Getafe,0,1,D
Levante,'Ath Madrid',1,1,D
Elche,'Real Madrid',0,1,A
Sevilla,Osasuna,1,0,H
Valencia,Villarreal,1,0,H
Barcelona,Alaves,0,0,D
Cadiz,Mallorca,0,1,D
'Ath Madrid',Betis,1,0,H
Getafe,Espanol,1,1,H
Sociedad,'Ath Bilbao',0,0,D
Vallecano,Celta,0,0,D
Levante,Granada,0,2,A
'Ath Bilbao',Cadiz,0,1,A
Espanol,Granada,2,0,H
Celta,Barcelona,0,3,D
Alaves,Levante,0,1,H
'Real Madrid',Vallecano,2,0,H
Villarreal,Getafe,1,0,H
Valencia,'Ath Madrid',0,1,D
Mallorca,Elche,0,0,D
Osasuna,Sociedad,0,0,A
Betis,Sevilla,0,0,A
Levante,'Ath Bilbao',0,0,D
Celta,Villarreal,0,1,D
Sevilla,Alaves,1,2,D
'Ath Madrid',Osasuna,0,0,H
Barcelona,Espanol,0,0,H
Getafe,Cadiz,1,0,H
Granada,'Real Madrid',1,2,A
Elche,Betis,0,3,A
Sociedad,Valencia,0,0,D
Vallecano,Mallorca,2,0,H
'Ath Bilbao',Granada,1,2,D
Alaves,Celta,1,1,A
Valencia,Vallecano,1,0,D
Mallorca,Getafe,0,0,D
Villarreal,Barcelona,0,0,A
Betis,Levante,0,1,H
Espanol,Sociedad,0,0,H
Cadiz,'Ath Madrid',0,0,A
'Real Madrid',Sevilla,1,1,H
Osasuna,Elche,1,1,D
'Real Madrid','Ath Bilbao',1,0,H
Granada,Alaves,1,0,H
Sevilla,Villarreal,1,0,H
Barcelona,Betis,0,0,A
'Ath Madrid',Mallorca,0,0,A
Sociedad,'Real Madrid',0,0,A
Vallecano,Espanol,0,0,H
Elche,Cadiz,1,0,H
Levante,Osasuna,0,0,D
Celta,Valencia,1,1,A
Getafe,'Ath Bilbao',0,0,D
Mallorca,Celta,0,0,D
Espanol,Levante,1,2,H
Alaves,Getafe,0,1,D
Valencia,Elche,1,0,H
'Ath Bilbao',Sevilla,0,1,A
Villarreal,Vallecano,2,0,H
Osasuna,Barcelona,1,1,D
Betis,Sociedad,1,0,H
'Real Madrid','Ath Madrid',1,0,H
Cadiz,Granada,1,0,D
Celta,Espanol,1,0,H
Vallecano,Alaves,2,0,H
Sociedad,Villarreal,1,1,A
Barcelona,Elche,2,0,H
Sevilla,'Ath Madrid',1,1,H
Granada,Mallorca,1,1,H
'Ath Bilbao',Betis,1,1,H
Getafe,Osasuna,0,0,H
'Real Madrid',Cadiz,0,0,D
Levante,Valencia,2,1,A
Villarreal,Alaves,2,1,H
Sevilla,Barcelona,1,1,D
Granada,'Ath Madrid',1,1,H
'Ath Bilbao','Real Madrid',1,2,A
Valencia,Espanol,0,0,A
Getafe,'Real Madrid',1,0,H
'Ath Madrid',Vallecano,1,0,H
Elche,Granada,0,0,D
Alaves,Sociedad,0,1,D
Betis,Celta,0,2,A
Mallorca,Barcelona,0,1,A
Villarreal,Levante,3,0,H
Osasuna,'Ath Bilbao',1,2,A
Cadiz,Sevilla,0,0,A
Levante,Mallorca,0,0,H
Sociedad,Celta,1,0,H
Granada,Barcelona,0,0,D
'Real Madrid',Valencia,1,0,H
Vallecano,Betis,0,1,D
Sevilla,Getafe,1,0,H
Alaves,'Ath Bilbao',0,0,D
Osasuna,Cadiz,1,0,H
Villarreal,'Ath Madrid',1,1,D
Espanol,Elche,1,2,A
Elche,Villarreal,0,0,H
Betis,Alaves,3,0,H
Cadiz,Espanol,0,1,D
Celta,Osasuna,2,0,H
Valencia,Sevilla,1,1,D
Getafe,Granada,1,1,H
Espanol,Betis,1,2,A
Levante,Cadiz,0,1,A
Villarreal,Mallorca,2,0,H
Sevilla,Celta,0,2,D
'Ath Madrid',Valencia,0,2,H
Granada,Osasuna,0,0,A
'Real Madrid',Elche,0,1,D
Sociedad,Getafe,0,0,D
Vallecano,'Ath Bilbao',0,1,A
Alaves,Barcelona,0,0,A
Getafe,Levante,2,0,H
Elche,Alaves,0,1,H
Mallorca,Cadiz,1,1,H
Celta,Vallecano,1,0,H
Osasuna,Sevilla,0,0,D
Valencia,Sociedad,0,0,D
Barcelona,'Ath Madrid',3,1,H
Betis,Villarreal,0,1,A
'Real Madrid',Granada,0,0,H
'Ath Bilbao',Espanol,2,1,H
Sevilla,Elche,0,0,H
Cadiz,Celta,0,0,D
Villarreal,'Real Madrid',0,0,D
Vallecano,Osasuna,0,2,A
'Ath Madrid',Getafe,3,3,H
Alaves,Valencia,1,0,H
Levante,Betis,1,3,A
Sociedad,Granada,1,0,H
Espanol,Barcelona,1,1,D
Mallorca,'Ath Bilbao',2,0,H
'Ath Madrid',Levante,0,0,A
Elche,Vallecano,0,0,H
Granada,Villarreal,0,2,A
Osasuna,'Ath Madrid',0,1,A
Cadiz,Getafe,1,1,D
'Real Madrid',Alaves,0,0,H
Espanol,Sevilla,0,1,D
Valencia,Barcelona,0,3,A
Betis,Mallorca,1,0,H
'Ath Bilbao',Sociedad,0,0,H
Celta,Levante,0,0,D
Levante,Elche,1,0,H
Mallorca,Valencia,0,1,A
Getafe,Alaves,0,1,D
Vallecano,'Real Madrid',0,0,A
'Ath Madrid',Celta,1,0,H
Villarreal,Espanol,3,0,H
Sevilla,Betis,2,0,H
Sociedad,Osasuna,0,0,H
Barcelona,'Ath Bilbao',1,0,H
Granada,Cadiz,0,0,D
Mallorca,Sociedad,0,1,A
Alaves,Sevilla,0,0,D
Osasuna,Villarreal,0,0,H
Espanol,Getafe,2,0,H
Valencia,Granada,0,0,H
'Real Madrid',Sociedad,2,1,H
Cadiz,Vallecano,0,0,H
Elche,Barcelona,1,0,A
Celta,Mallorca,2,1,H
Betis,'Ath Madrid',1,1,A
'Ath Bilbao',Levante,0,0,H
'Ath Madrid',Cadiz,1,1,H
Levante,Espanol,0,0,D
Granada,Elche,0,1,A
Villarreal,Celta,0,0,H
Getafe,Valencia,0,0,D
Vallecano,Sevilla,0,0,D
Betis,'Ath Bilbao',1,0,H
Sociedad,Alaves,0,0,H
Barcelona,Osasuna,3,0,H
Mallorca,'Real Madrid',0,0,A
'Ath Bilbao',Getafe,1,1,D
Alaves,Granada,0,0,A
Elche,Valencia,0,0,A
Osasuna,Levante,1,0,H
Vallecano,'Ath Madrid',0,0,A
Espanol,Mallorca,1,0,H
Cadiz,Villarreal,0,0,H
Celta,Betis,0,0,D
Sevilla,Sociedad,0,0,D
'Real Madrid',Barcelona,0,2,A
Getafe,Mallorca,0,0,H
Levante,Villarreal,0,0,H
Celta,'Real Madrid',0,1,A
'Ath Madrid',Alaves,1,0,H
'Ath Bilbao',Elche,1,0,H
Betis,Osasuna,2,0,H
Granada,Vallecano,0,2,D
Valencia,Cadiz,0,0,D
Barcelona,Sevilla,0,0,H
Sociedad,Espanol,0,0,H
Sevilla,Granada,1,1,H
Cadiz,Betis,0,0,A
Mallorca,'Ath Madrid',0,0,H
Villarreal,'Ath Bilbao',0,1,D
'Real Madrid',Getafe,1,0,H
Osasuna,Alaves,0,0,H
Espanol,Celta,0,0,H
Elche,Sociedad,1,2,A
Levante,Barcelona,0,0,A
Vallecano,Valencia,0,0,D
Sociedad,Betis,0,0,D
Elche,Mallorca,1,0,H
Alaves,Vallecano,0,0,H
Valencia,Osasuna,0,0,A
Getafe,Villarreal,0,2,A
Granada,Levante,0,1,A
'Ath Madrid',Espanol,0,0,H
'Ath Bilbao',Celta,0,2,A
Sevilla,'Real Madrid',2,0,A
Barcelona,Cadiz,0,0,A
Mallorca,Alaves,2,0,H
Betis,Elche,0,0,A
Villarreal,Valencia,2,0,H
'Ath Madrid',Granada,0,0,D
Celta,Getafe,0,1,A
Osasuna,'Real Madrid',1,2,A
Espanol,Vallecano,0,1,A
Levante,Sevilla,1,2,A
Cadiz,'Ath Bilbao',0,3,A
Sociedad,Barcelona,0,1,A
Barcelona,Vallecano,0,1,A
Sevilla,Cadiz,1,0,D
Alaves,Villarreal,2,0,H
'Real Madrid',Espanol,2,0,H
Valencia,Levante,1,0,D
'Ath Bilbao','Ath Madrid',1,0,H
Elche,Osasuna,0,0,D
Granada,Celta,0,0,D
Vallecano,Sociedad,0,1,D
Barcelona,Mallorca,1,0,H
Getafe,Betis,0,0,D
Levante,Sociedad,0,0,H
Mallorca,Granada,1,1,A
'Ath Bilbao',Valencia,0,0,D
Cadiz,Elche,0,0,H
Celta,Alaves,2,0,H
Betis,Barcelona,0,0,A
Getafe,Vallecano,0,0,D
Villarreal,Sevilla,0,0,D
Espanol,Osasuna,0,1,D
'Ath Madrid','Real Madrid',1,0,H
Valencia,Betis,0,0,A
Granada,'Ath Bilbao',1,0,H
Barcelona,Celta,2,0,H
Alaves,Espanol,1,1,H
Osasuna,Getafe,1,1,D
Sevilla,Mallorca,0,0,D
Elche,'Ath Madrid',0,1,A
Sociedad,Cadiz,1,0,H
Vallecano,Villarreal,1,4,A
'Real Madrid',Levante,4,0,H
Espanol,Valencia,1,1,D
'Ath Bilbao',Osasuna,1,0,H
'Ath Madrid',Sevilla,1,0,D
Betis,Granada,1,0,H
Cadiz,'Real Madrid',1,1,D
Celta,Elche,1,0,H
Getafe,Barcelona,0,0,D
Levante,Alaves,0,1,H
Mallorca,Vallecano,1,0,H
Villarreal,Sociedad,1,0,A
'Real Madrid',Betis,0,0,D
Vallecano,Levante,1,3,A
Valencia,Celta,1,0,H
Elche,Getafe,1,1,H
Alaves,Cadiz,0,0,A
Granada,Espanol,0,0,D
Osasuna,Mallorca,0,0,A
Barcelona,Villarreal,0,1,A
Sevilla,'Ath Bilbao',0,0,H
Sociedad,'Ath Madrid',0,0,A
Osasuna,Sevilla,1,1,H
Celta,Espanol,1,0,D
Valladolid,Villarreal,0,0,A
Barcelona,Vallecano,0,0,D
Cadiz,Sociedad,0,1,A
Valencia,Girona,1,0,H
Almeria,'Real Madrid',1,0,A
'Ath Bilbao',Mallorca,0,0,D
Getafe,'Ath Madrid',0,1,A
Betis,Elche,2,0,H
Espanol,Vallecano,0,1,A
Sevilla,Valladolid,0,0,D
Osasuna,Cadiz,1,0,H
Mallorca,Betis,0,1,A
Celta,'Real Madrid',1,2,A
'Ath Bilbao',Valencia,1,0,H
'Ath Madrid',Villarreal,0,0,A
Sociedad,Barcelona,1,1,A
Elche,Almeria,1,1,D
Girona,Getafe,1,0,H
Girona,Celta,0,0,A
Betis,Osasuna,1,0,H
Elche,Sociedad,0,1,A
Vallecano,Mallorca,0,1,A
Almeria,Sevilla,1,1,H
Getafe,Villarreal,0,0,D
Barcelona,Valladolid,2,0,H
Espanol,'Real Madrid',1,1,A
Cadiz,'Ath Bilbao',0,1,A
Valencia,'Ath Madrid',0,0,A
Celta,Cadiz,0,0,H
Mallorca,Girona,0,0,D
'Real Madrid',Betis,1,1,H
Sociedad,'Ath Madrid',0,1,D
Sevilla,Barcelona,0,2,A
Osasuna,Vallecano,0,0,H
'Ath Bilbao',Espanol,0,0,A
Villarreal,Elche,2,0,H
Valencia,Getafe,3,0,H
Valladolid,Almeria,0,0,H
Girona,Valladolid,1,1,H
Vallecano,Valencia,1,0,H
Espanol,Sevilla,1,3,A
Cadiz,Barcelona,0,0,A
'Ath Madrid',Celta,1,0,H
'Real Madrid',Mallorca,1,1,H
Elche,'Ath Bilbao',0,4,A
Getafe,Sociedad,1,0,H
Betis,Villarreal,0,0,H
Almeria,Osasuna,0,1,A
Valladolid,Cadiz,0,0,A
Mallorca,Almeria,1,0,H
Barcelona,Elche,2,0,H
Valencia,Celta,1,0,H
'Ath Bilbao',Vallecano,3,1,H
Osasuna,Getafe,0,1,A
Villarreal,Sevilla,0,1,D
Betis,Girona,1,1,H
Sociedad,Espanol,2,1,H
'Ath Madrid','Real Madrid',0,2,A
'Ath Bilbao',Almeria,2,0,H
Cadiz,Villarreal,0,0,D
